ID	GENE_SYMBOL	ENSEMBL_ID
(+)E1A_r60_1		
(+)E1A_r60_3		
(+)E1A_r60_a104		
(+)E1A_r60_a107		
(+)E1A_r60_a135		
(+)E1A_r60_a20		
(+)E1A_r60_a22		
(+)E1A_r60_a97		
(+)E1A_r60_n11		
(+)E1A_r60_n9		
(-)3xSLv1		
A_33_P3365644		
A_33_P3365646	LOC100128437	
A_33_P3365652	UBA5	ENST00000480955
A_33_P3365666		
A_33_P3365676	PTPLAD1	ENST00000261875
A_33_P3365701		
A_33_P3365705		
A_33_P3365710	ATP6V0D1	
A_33_P3365720	FLJ35424	ENST00000404649
A_33_P3365732	TNKS1BP1	ENST00000528882
A_33_P3365735	THBS2	ENST00000392099
A_33_P3365747	LINC00265	
A_33_P3365750	EML5	ENST00000553526
A_33_P3365755	SYT2	ENST00000367267
A_33_P3365760	STAP1	ENST00000396225
A_33_P3365805	CLN5	ENST00000541907
A_33_P3365810	MRPL12	ENST00000332396
A_33_P3365815	LOC729866	
A_33_P3365845	NUPL1	ENST00000466694
A_33_P3365856		
A_33_P3365860	MAGEB5	ENST00000379029
A_33_P3365864	BSDC1	
A_33_P3365870	BSDC1	ENST00000325745
A_33_P3365878	BMP8B	ENST00000372827
A_33_P3365924		ENST00000391654
A_33_P3365932	WASH1	
A_33_P3365963		
A_33_P3365978	ST7-AS2	ENST00000434993
A_33_P3365985	LOC401357	
A_33_P3365988		ENST00000414452
A_33_P3365995	MAST4	ENST00000405643
A_33_P3365998		ENST00000553301
A_33_P3366019	FAM205B	ENST00000399773
A_33_P3366025		ENST00000378786
A_33_P3366028	C20orf118	ENST00000217320
A_33_P3366039	RPL29	ENST00000458386
A_33_P3366048	C20orf112	ENST00000359676
A_33_P3366053	ADPRH	ENST00000478399
A_33_P3366064	KIAA0889	ENST00000279034
A_33_P3366073	EBPL	ENST00000378274
A_33_P3366082	EBPL	ENST00000378282
A_33_P3366102	KLHL7	ENST00000459661
A_33_P3366120	FLNA	ENST00000369856
A_33_P3366124		
A_33_P3366127	RFPL4A	ENST00000341750
A_33_P3366132		ENST00000512128
A_33_P3366141	LOC100130269	
A_33_P3366146	SRSF5	ENST00000556647
A_33_P3366156	SPATA9	ENST00000395899
A_33_P3366161	ABAT	ENST00000396600
A_33_P3366171	CTAGE1	ENST00000391403
A_33_P3366175	LOC100130298	ENST00000525556
A_33_P3366179		
A_33_P3366195	ARNT2	ENST00000360062
A_33_P3366221	NTNG1	ENST00000370076
A_33_P3366224		
A_33_P3366241	SCARA5	ENST00000301906
A_33_P3366246	UGGT1	ENST00000376723
A_33_P3366258	MTHFD2L	ENST00000490698
A_33_P3366261	LOC649133	
A_33_P3366266		
A_33_P3366296	C14orf23	
A_33_P3366301	C14orf23	ENST00000552957
A_33_P3366321		
A_33_P3366336	SBK1	ENST00000341901
A_33_P3366376	KRTAP27-1	ENST00000382835
A_33_P3366391		ENST00000534728
A_33_P3366396		
A_33_P3366412		
A_33_P3366431	LCN1	ENST00000263598
A_33_P3366456	HDGFL1	ENST00000230012
A_33_P3366471		
A_33_P3366484	HIBCH	ENST00000359678
A_33_P3366493		
A_33_P3366540	CSGALNACT1	ENST00000397998
A_33_P3366545	LOC401296	
A_33_P3366550		ENST00000404616
A_33_P3366575	NXT2	ENST00000372103
A_33_P3366584	OR56A4	ENST00000330728
A_33_P3366589	OR56B4	ENST00000316529
A_33_P3366614		
A_33_P3366659	C12orf54	ENST00000380491
A_33_P3366662		ENST00000390432
A_33_P3366667	EYA1	
A_33_P3366733		
A_33_P3366739		
A_33_P3366754	LOC100128670	
A_33_P3366758	ST8SIA6	ENST00000377602
A_33_P3366780		
A_33_P3366824	TRAPPC2	ENST00000519382
A_33_P3366833	CCDC73	ENST00000534415
A_33_P3366850		ENST00000390442
A_33_P3366859	BAGE	
A_33_P3366877	LRIG2	
A_33_P3366903	CHST6	ENST00000390664
A_33_P3366987	GPR125	ENST00000508133
A_33_P3366998	ECHDC1	ENST00000368287
A_33_P3367017	BRMS1	ENST00000534617
A_33_P3367037		
A_33_P3367062	SWT1	ENST00000367501
A_33_P3367073		
A_33_P3367077		ENST00000448363
A_33_P3367087	METTL10	ENST00000466270
A_33_P3367102	PFN1P2	
A_33_P3367106	PFN1P2	
A_33_P3367112		ENST00000535200
A_33_P3367126	RGNEF	ENST00000296794
A_33_P3367171	SLC22A8	ENST00000451262
A_33_P3367196	CNTNAP2	ENST00000361727
A_33_P3367201	MMAB	
A_33_P3367247	CNTLN	ENST00000380641
A_33_P3367251	CNTLN	
A_33_P3367293	MT1IP	
A_33_P3367301	GJD3	
A_33_P3367316	SCAND2	ENST00000348993
A_33_P3367332	C1orf93	
A_33_P3367341	CASP7	ENST00000369319
A_33_P3367356		
A_33_P3367361	FAM107B	ENST00000181796
A_33_P3367392	FAM167B	ENST00000373582
A_33_P3367396	FAM177B	ENST00000360827
A_33_P3367438	NRXN3	ENST00000335750
A_33_P3367447	ALDH3B1	ENST00000007633
A_33_P3367471	PLEKHG1	ENST00000367326
A_33_P3367481	ARHGAP35	ENST00000404338
A_33_P3367491	GARNL3	ENST00000485331
A_33_P3367541		
A_33_P3367550	LOC401242	ENST00000411600
A_33_P3367565	FNBP1	ENST00000355681
A_33_P3367575	EIF4ENIF1	ENST00000397520
A_33_P3367577	EIF4ENIF1	ENST00000397520
A_33_P3367596	CLCN4	ENST00000380829
A_33_P3367606	FLJ13224	ENST00000313737
A_33_P3367615	KLF6	
A_33_P3367636	C6orf221	ENST00000370367
A_33_P3367642	LMF2	ENST00000216080
A_33_P3367647	ECT2L	ENST00000401414
A_33_P3367681		
A_33_P3367692	CFH	ENST00000391986
A_33_P3367701	TMEM164	ENST00000288381
A_33_P3367717	USP17	
A_33_P3367726	LOC643486	
A_33_P3367731	SLC24A2	
A_33_P3367748	COL9A2	ENST00000461118
A_33_P3367761		
A_33_P3367780	TMEM215	
A_33_P3367795	RPS6	ENST00000380381
A_33_P3367811	CCDC57	
A_33_P3367830	EFEMP2	ENST00000526628
A_33_P3367836		
A_33_P3367850	CHRM4	ENST00000433765
A_33_P3367855	PIK3R2	ENST00000222254
A_33_P3367860	CHRM1	ENST00000306960
A_33_P3367889	LOC100130657	
A_33_P3367894	LOC100131657	
A_33_P3367899	FRAT1	ENST00000371021
A_33_P3367917	SSH2	ENST00000324677
A_33_P3367924	PABPN1L	ENST00000411789
A_33_P3367939	TMPRSS9	ENST00000332578
A_33_P3367970		
A_33_P3367984	ABCA12	ENST00000272895
A_33_P3367994	TAF8	
A_33_P3368014	HVCN1	ENST00000356742
A_33_P3368034		
A_33_P3368039	SLC35B2	ENST00000341553
A_33_P3368044	FLJ44896	
A_33_P3368049	LOC643988	
A_33_P3368083	LCN8	ENST00000371688
A_33_P3368109		
A_33_P3368139	MAP3K1	ENST00000469188
A_33_P3368144		
A_33_P3368159	SLA2	ENST00000360672
A_33_P3368186		
A_33_P3368188	SEPT9	
A_33_P3368193	PNLIPRP3	ENST00000369230
A_33_P3368201	LOC643711	
A_33_P3368203		
A_33_P3368208	ABRA	ENST00000311955
A_33_P3368238		ENST00000518177
A_33_P3368301	BOLA3	ENST00000477685
A_33_P3368303		
A_33_P3368313	MT1H	ENST00000332374
A_33_P3368323		ENST00000508998
A_33_P3368328	PHB2	ENST00000545555
A_33_P3368334	FCRL3	ENST00000368186
A_33_P3368339	FAM22G	ENST00000354649
A_33_P3368358	NEDD9	
A_33_P3368369	HSPB7	ENST00000545268
A_33_P3368375	RANBP3	ENST00000324807
A_33_P3368383	LINC00314	
A_33_P3368388	DNAAF1	ENST00000334315
A_33_P3368445		
A_33_P3368452	MICA	ENST00000400322
A_33_P3368453	MICA	
A_33_P3368471	NT5DC1	ENST00000460749
A_33_P3368495		ENST00000405675
A_33_P3368500	IFT52	ENST00000471199
A_33_P3368506	SLC38A8	ENST00000299709
A_33_P3368540		ENST00000518331
A_33_P3368555	AHSA2	
A_33_P3368560	AHSA2	
A_33_P3368610	PPHLN1	
A_33_P3368636		
A_33_P3368646	CNKSR3	ENST00000367213
A_33_P3368675	C6orf120	ENST00000332290
A_33_P3368695	HES7	ENST00000541682
A_33_P3368706	NFYC	
A_33_P3368750	PAQR5	ENST00000340965
A_33_P3368755	MAGEB6	ENST00000379034
A_33_P3368771	H1FX-AS1	ENST00000511998
A_33_P3368776	TMIGD1	ENST00000328886
A_33_P3368785	FLJ35776	ENST00000317114
A_33_P3368800	NBPF1	ENST00000429672
A_33_P3368822		
A_33_P3368830	LY9	ENST00000368039
A_33_P3368835		ENST00000532238
A_33_P3368855	GPC5	ENST00000377067
A_33_P3368879	LMOD1	ENST00000400965
A_33_P3368895		ENST00000427050
A_33_P3368900		
A_33_P3368905	FLJ39739	
A_33_P3368920		
A_33_P3368925		
A_33_P3368945	LOC389332	
A_33_P3368950	C5orf65	ENST00000434752
A_33_P3368985	ANKRD30A	ENST00000361713
A_33_P3368991	MPZ	ENST00000336559
A_33_P3369009		
A_33_P3369016		
A_33_P3369029	LOC440297	ENST00000456932
A_33_P3369034	BCAR1	
A_33_P3369039	PRPF31	ENST00000263436
A_33_P3369058	LRRK2	ENST00000298910
A_33_P3369063		
A_33_P3369079	LOC100144603	
A_33_P3369098	MYL10	ENST00000223167
A_33_P3369128	LOC100132966	
A_33_P3369133	PDE4DIP	ENST00000369345
A_33_P3369146	ATP2B3	ENST00000393842
A_33_P3369153	KIF3C	
A_33_P3369158	KIF3C	ENST00000405914
A_33_P3369178	PRG4	
A_33_P3369190	PAM	
A_33_P3369213	LOC399744	
A_33_P3369239	QKI	
A_33_P3369245	LOC100129826	
A_33_P3369258	FGFR1OP2	ENST00000395941
A_33_P3369262	FGFR1OP2	ENST00000538172
A_33_P3369266		
A_33_P3369286	IPO8	ENST00000545286
A_33_P3369311	BBX	ENST00000406780
A_33_P3369317	DNAJB5	ENST00000378751
A_33_P3369336	GCG	ENST00000375497
A_33_P3369371	GPX3	ENST00000388825
A_33_P3369393	NCF1	ENST00000289473
A_33_P3369398		
A_33_P3369401	CYP24A1	ENST00000216862
A_33_P3369419	GON4L	ENST00000368327
A_33_P3369436	LOC100130111	
A_33_P3369441	LOC100132111	ENST00000434182
A_33_P3369446		ENST00000430844
A_33_P3369452	C22orf25	ENST00000399807
A_33_P3369461	AMIGO1	ENST00000369862
A_33_P3369495	CLDN10	ENST00000376855
A_33_P3369505	MANEAL	ENST00000373045
A_33_P3369520	MAGI3	ENST00000369615
A_33_P3369530	MAGI1	
A_33_P3369535	MAGI1	
A_33_P3369550	SRSF11	ENST00000405432
A_33_P3369565	APTX	
A_33_P3369567	LSP1	
A_33_P3369581	EIF3G	ENST00000253108
A_33_P3369631	EIF3J	ENST00000261868
A_33_P3369646		
A_33_P3369663	SUN1	ENST00000450538
A_33_P3369667		
A_33_P3369696	CCDC94	ENST00000262962
A_33_P3369706		
A_33_P3369716		ENST00000360485
A_33_P3369731		
A_33_P3369741	C10orf40	ENST00000444900
A_33_P3369760	GLIPR2	ENST00000377959
A_33_P3369761	PDP1	
A_33_P3369766	MED4	ENST00000378594
A_33_P3369781	UBE2CBP	ENST00000369747
A_33_P3369786	UBE2CBP	ENST00000369745
A_33_P3369790	GGN	ENST00000392116
A_33_P3369799	SLC35D3	ENST00000331858
A_33_P3369829	LOC154822	
A_33_P3369834	REEP6	ENST00000233596
A_33_P3369844	CD24	
A_33_P3369854	DNAJB13	ENST00000339764
A_33_P3369864		
A_33_P3369885	HEATR7A	ENST00000423230
A_33_P3369894		
A_33_P3369914		
A_33_P3369920	LOC100128402	
A_33_P3369939	DNAJC21	ENST00000303525
A_33_P3369944	ADAM21	ENST00000530196
A_33_P3369956	ATXN2L	
A_33_P3369964	ATXN1L	
A_33_P3369969	ATXN1L	ENST00000427980
A_33_P3369975	OR2L3	ENST00000359959
A_33_P3369979	OR2L2	ENST00000366479
A_33_P3369991		
A_33_P3370001	OR2L8	ENST00000357191
A_33_P3370015		
A_33_P3370019		ENST00000390556
A_33_P3370029		ENST00000390340
A_33_P3370041		
A_33_P3370060	ARHGAP23	ENST00000443378
A_33_P3370076	TFE3	ENST00000315869
A_33_P3370094	MME	
A_33_P3370109	IMPA1	ENST00000311489
A_33_P3370132	TNPO3	ENST00000393245
A_33_P3370163		
A_33_P3370202	OSTN	ENST00000339051
A_33_P3370212		
A_33_P3370217		ENST00000375325
A_33_P3370222		ENST00000375325
A_33_P3370226	RPL7	ENST00000352983
A_33_P3370244	C16orf96	ENST00000444310
A_33_P3370265		ENST00000342963
A_33_P3370284	EPN1	ENST00000411543
A_33_P3370305	TMEM106A	ENST00000541594
A_33_P3370310	C8orf83	ENST00000378861
A_33_P3370325		
A_33_P3370364	PRLHR	ENST00000369169
A_33_P3370404	PANX1	ENST00000436171
A_33_P3370424	NOTCH1	ENST00000277541
A_33_P3370434		ENST00000503568
A_33_P3370449	GOT1L1	ENST00000307599
A_33_P3370454	DEFB108B	ENST00000328698
A_33_P3370461	SUZ12P	
A_33_P3370511	LOC100128348	
A_33_P3370515		
A_33_P3370521		ENST00000427872
A_33_P3370555	GALC	ENST00000445021
A_33_P3370570	AQPEP	ENST00000395528
A_33_P3370575	CD200	ENST00000498096
A_33_P3370600	C17orf110	ENST00000556126
A_33_P3370612		
A_33_P3370615		ENST00000406220
A_33_P3370634	CNIH	ENST00000557659
A_33_P3370692		
A_33_P3370707	CRX	ENST00000539067
A_33_P3370714	PGC	ENST00000394278
A_33_P3370736		ENST00000526566
A_33_P3370751	SMURF2	ENST00000262435
A_33_P3370763	SARM1	ENST00000379061
A_33_P3370787	EPHB2	ENST00000374625
A_33_P3370812	TBC1D1	ENST00000402522
A_33_P3370832	FAM117B	ENST00000481658
A_33_P3370848	ETV2	ENST00000402764
A_33_P3370855		ENST00000453808
A_33_P3370875		
A_33_P3370881	LOC390937	
A_33_P3370890	C6orf225	ENST00000368656
A_33_P3370930	LAMB1	ENST00000393559
A_33_P3370940	LAMB1	ENST00000393560
A_33_P3370944	RAX	ENST00000334889
A_33_P3370959	BTN1A1	ENST00000377586
A_33_P3370989		ENST00000356722
A_33_P3371055	RAB1A	ENST00000260638
A_33_P3371089	SGTB	ENST00000381007
A_33_P3371109	LOC100130597	
A_33_P3371115	AQP7P3	
A_33_P3371142		
A_33_P3371144		
A_33_P3371154	ZNF365	ENST00000373784
A_33_P3371175	CYP20A1	
A_33_P3371180	GUCY2E	
A_33_P3371185		
A_33_P3371204		
A_33_P3371209	LOC340017	ENST00000507108
A_33_P3371215		
A_33_P3371219	SDC2	
A_33_P3371224	ANO10	
A_33_P3371237		
A_33_P3371243		
A_33_P3371247		
A_33_P3371260		
A_33_P3371270	TUG1	
A_33_P3371305		
A_33_P3371318		
A_33_P3371320	BRE	
A_33_P3371325		
A_33_P3371333	TUBB8	ENST00000482075
A_33_P3371341	FAM66C	ENST00000544214
A_33_P3371360	C6orf186	ENST00000338882
A_33_P3371381		ENST00000506596
A_33_P3371402	LINC00204B	
A_33_P3371425	SEPN1	ENST00000494537
A_33_P3371450		
A_33_P3371460	POLR2F	ENST00000333418
A_33_P3371493	TOP1	ENST00000361337
A_33_P3371509		ENST00000405369
A_33_P3371514	IPPK	ENST00000375522
A_33_P3371553	FLJ32756	
A_33_P3371564	FLJ10661	ENST00000522601
A_33_P3371588	FUNDC2	
A_33_P3371633	SORCS3	ENST00000369701
A_33_P3371650	STK17B	
A_33_P3371663	LTK	ENST00000263800
A_33_P3371683		
A_33_P3371698	LOC730974	
A_33_P3371703		
A_33_P3371708		
A_33_P3371718	SAT1	ENST00000342463
A_33_P3371727	SAT1	ENST00000379253
A_33_P3371752	EPS15	ENST00000371727
A_33_P3371769		
A_33_P3371775	LOC729187	
A_33_P3371785	DTNA	ENST00000554864
A_33_P3371810		
A_33_P3371819	PTCD2	
A_33_P3371889	NUAK1	ENST00000359413
A_33_P3371904	ASTN2	
A_33_P3371910	HNRPLL	ENST00000358367
A_33_P3371954	IGSF8	ENST00000314485
A_33_P3371984	IGSF1	ENST00000370901
A_33_P3371989	IGSF1	ENST00000370901
A_33_P3371999	TPPP	
A_33_P3372004	IGSF6	ENST00000268389
A_33_P3372044	TPRG1	
A_33_P3372069	COX8C	ENST00000342144
A_33_P3372074	LLGL2	ENST00000392550
A_33_P3372084		
A_33_P3372090		
A_33_P3372094	LLGL1	ENST00000479155
A_33_P3372099	DDIT4L	ENST00000273990
A_33_P3372104		
A_33_P3372124	TRAFD1	ENST00000412615
A_33_P3372161		
A_33_P3372189		
A_33_P3372199		
A_33_P3372207		
A_33_P3372212	PSG10P	ENST00000404580
A_33_P3372217	PSG5	ENST00000401992
A_33_P3372237	DCAF13	ENST00000388778
A_33_P3372251	HOMER1	ENST00000334082
A_33_P3372257	HOMER1	
A_33_P3372266		ENST00000390283
A_33_P3372281	MRS2	ENST00000274747
A_33_P3372285	ZNF81	ENST00000399918
A_33_P3372288	ZNF81	ENST00000334937
A_33_P3372293	ZNF81	ENST00000376954
A_33_P3372297	ABR	ENST00000382259
A_33_P3372318	EML6	ENST00000490828
A_33_P3372332	CYBA	ENST00000261623
A_33_P3372368	KRT8	ENST00000551318
A_33_P3372376		
A_33_P3372389	NPHP4	ENST00000378160
A_33_P3372397		ENST00000397190
A_33_P3372413		
A_33_P3372426	ADAMTS5	ENST00000284987
A_33_P3372451	C6orf108	ENST00000230431
A_33_P3372466	TECR	ENST00000444365
A_33_P3372488	TCTN3	ENST00000371209
A_33_P3372501	PPP1R13B	ENST00000380023
A_33_P3372526	MDH1B	ENST00000392214
A_33_P3372563	ABCC10	ENST00000372512
A_33_P3372566	ABCC10	ENST00000443426
A_33_P3372580	COG1	ENST00000438720
A_33_P3372600	LOC100129119	
A_33_P3372635	CSN1S2AP	ENST00000451783
A_33_P3372640		ENST00000537226
A_33_P3372647		ENST00000390301
A_33_P3372659		
A_33_P3372666	PDGFA	ENST00000405692
A_33_P3372667		ENST00000442269
A_33_P3372674	C6orf164	ENST00000369572
A_33_P3372682	CN5H6.4	
A_33_P3372688	BHLHA9	ENST00000391429
A_33_P3372699	SEC14L4	ENST00000320982
A_33_P3372705	SRGAP2P2	ENST00000429210
A_33_P3372722		
A_33_P3372727	SEMA5A	ENST00000382496
A_33_P3372742	KRTAP5-11	ENST00000376535
A_33_P3372752	LOC400682	
A_33_P3372788	NBPF15	
A_33_P3372840	CXCL12	ENST00000374426
A_33_P3372844	DDX56	ENST00000479602
A_33_P3372859	DDX54	ENST00000314045
A_33_P3372869	DDX52	ENST00000394367
A_33_P3372874	DDX53	ENST00000327968
A_33_P3372886	DDX51	ENST00000397333
A_33_P3372910	DDX58	ENST00000379882
A_33_P3372924	ADCK3	ENST00000366779
A_33_P3372941	TINF2	ENST00000538777
A_33_P3372954	LOC387720	
A_33_P3372965		
A_33_P3372979	LINC00294	
A_33_P3372985	LOC100190940	
A_33_P3373009		
A_33_P3373014		
A_33_P3373046	ZNF772	ENST00000291809
A_33_P3373119		
A_33_P3373134	SZT2	ENST00000470139
A_33_P3373139	SZT2	ENST00000470139
A_33_P3373144		ENST00000357658
A_33_P3373163		
A_33_P3373165	DUX4L4	
A_33_P3373185	LOC399744	
A_33_P3373194		
A_33_P3373200		
A_33_P3373203		
A_33_P3373214	ZHX1-C8ORF76	ENST00000357082
A_33_P3373243	MGC34800	
A_33_P3373259	CACNA2D3	ENST00000398624
A_33_P3373273	SLC15A1	
A_33_P3373298	STAG3L4	ENST00000418651
A_33_P3373308	LOC440700	ENST00000400982
A_33_P3373313	LOC284688	
A_33_P3373329	TDRD1	ENST00000369280
A_33_P3373343	ARSH	ENST00000381130
A_33_P3373348	AFF3	ENST00000483600
A_33_P3373358	GJC1	ENST00000330514
A_33_P3373364	CLIC4	ENST00000488683
A_33_P3373375	CD81	ENST00000468153
A_33_P3373384	TMEM231	ENST00000398114
A_33_P3373388	GABRA1	
A_33_P3373403	PLEKHO1	ENST00000485470
A_33_P3373418		
A_33_P3373433		
A_33_P3373437	LOC100129463	ENST00000523608
A_33_P3373446	LOC100507505	ENST00000453638
A_33_P3373459	CHST12	ENST00000258711
A_33_P3373469	PSMD2	ENST00000310118
A_33_P3373504		ENST00000318117
A_33_P3373541	ELAC2	ENST00000446899
A_33_P3373560	SPTAN1	ENST00000372721
A_33_P3373573		ENST00000444406
A_33_P3373580		
A_33_P3373584		
A_33_P3373598	TREML2P1	
A_33_P3373614	EFR3B	ENST00000545169
A_33_P3373654		
A_33_P3373690		
A_33_P3373707	STX7	ENST00000367937
A_33_P3373715		ENST00000445977
A_33_P3373745	BRD4	ENST00000360016
A_33_P3373750	BRD4	ENST00000371835
A_33_P3373765	DRD4	ENST00000176183
A_33_P3373771		ENST00000453111
A_33_P3373775	BCL2L15	
A_33_P3373795		
A_33_P3373805		
A_33_P3373810		
A_33_P3373850	WDR24	ENST00000293883
A_33_P3373885	NAA35	ENST00000416045
A_33_P3373892	NAA35	ENST00000376040
A_33_P3373955	RD3	ENST00000367002
A_33_P3373960	RD3	ENST00000367002
A_33_P3373970		
A_33_P3373975		
A_33_P3373985	LOC100130009	
A_33_P3373991		ENST00000437095
A_33_P3374010	SHANK2	ENST00000294018
A_33_P3374025	LOC100130197	ENST00000418985
A_33_P3374030	LOC100132197	
A_33_P3374035	PDXK	
A_33_P3374049	KIAA2013	ENST00000376576
A_33_P3374076	SEZ6	ENST00000335960
A_33_P3374085	LRRFIP1	
A_33_P3374087	RBM44	ENST00000409864
A_33_P3374117		ENST00000475369
A_33_P3374162		ENST00000390399
A_33_P3374165		ENST00000528269
A_33_P3374170		
A_33_P3374180		
A_33_P3374190	INPP5A	ENST00000368593
A_33_P3374205	MKI67	ENST00000537609
A_33_P3374210	MKI67	ENST00000368652
A_33_P3374215		
A_33_P3374221	LOC643936	
A_33_P3374253		
A_33_P3374258	NHLH2	ENST00000369506
A_33_P3374264	C4orf10	
A_33_P3374273		ENST00000452354
A_33_P3374289	C10orf82	ENST00000388884
A_33_P3374293	PYROXD1	
A_33_P3374299	UNC5CL	ENST00000373164
A_33_P3374318		ENST00000428188
A_33_P3374324	OR51I1	ENST00000317283
A_33_P3374338		
A_33_P3374343		
A_33_P3374365		
A_33_P3374378	GTDC1	
A_33_P3374388	LOC100131702	
A_33_P3374394	UNC45A	ENST00000461266
A_33_P3374398		
A_33_P3374443	L1CAM	ENST00000439496
A_33_P3374463	MFAP3	ENST00000322602
A_33_P3374478	CASC4	ENST00000429162
A_33_P3374504		ENST00000334363
A_33_P3374543		ENST00000380387
A_33_P3374553		ENST00000435300
A_33_P3374559	GUSBP11	ENST00000444220
A_33_P3374563	SPATA7	ENST00000045347
A_33_P3374589	ATXN10	ENST00000402380
A_33_P3374623	ABCA7	ENST00000435683
A_33_P3374633		
A_33_P3374640	C19orf76	
A_33_P3374643	PAAF1	ENST00000376384
A_33_P3374673	GNN	ENST00000548527
A_33_P3374678	TMPRSS11D	ENST00000505533
A_33_P3374684		ENST00000398617
A_33_P3374718	LOC220906	
A_33_P3374723	ZEB1	
A_33_P3374758	DYNC1LI2	ENST00000379482
A_33_P3374778	FLJ36644	
A_33_P3374833	PLDN	ENST00000220531
A_33_P3374878	FAT4	ENST00000335110
A_33_P3374893	LINC00487	ENST00000382045
A_33_P3374903		
A_33_P3374907		
A_33_P3374947	KLF14	ENST00000310992
A_33_P3374952	KLF17	ENST00000372299
A_33_P3374957	KLF16	ENST00000250916
A_33_P3374970	LOC399939	ENST00000432771
A_33_P3374971	TRIM53P	
A_33_P3374982		
A_33_P3374987	C7orf52	ENST00000300303
A_33_P3374997	LOC144486	
A_33_P3375002	LOC144481	
A_33_P3375026		
A_33_P3375077	BRPF3	ENST00000394572
A_33_P3375086		
A_33_P3375127	LOC100131581	
A_33_P3375133		
A_33_P3375140	MCPH1	
A_33_P3375145	C9orf150	
A_33_P3375170	LOC100131242	
A_33_P3375185	TCTEX1D4	ENST00000372200
A_33_P3375234	FAM82A2	ENST00000338376
A_33_P3375259	LOC100128830	ENST00000445190
A_33_P3375269		
A_33_P3375279	LOC100128264	ENST00000395731
A_33_P3375284		
A_33_P3375299		ENST00000431083
A_33_P3375314	ATP9A	ENST00000402822
A_33_P3375334	DAB1	ENST00000371230
A_33_P3375348		
A_33_P3375358	GPR31	ENST00000366834
A_33_P3375368	GPR35	ENST00000407714
A_33_P3375383	SNAPC2	ENST00000221573
A_33_P3375398	TBL3	ENST00000332704
A_33_P3375413	LOC100131719	
A_33_P3375435	AGAP11	
A_33_P3375451	NYNRIN	ENST00000206466
A_33_P3375466	GPLD1	ENST00000486892
A_33_P3375467	GPLD1	ENST00000475417
A_33_P3375476	KLHDC4	ENST00000270583
A_33_P3375496		
A_33_P3375506	LOC100133123	ENST00000419566
A_33_P3375513		
A_33_P3375516	EIF4E1B	ENST00000515458
A_33_P3375527	MIER3	ENST00000381213
A_33_P3375528	MIER3	ENST00000451637
A_33_P3375541	CD3D	ENST00000300692
A_33_P3375553	ARL13A	ENST00000450457
A_33_P3375556		
A_33_P3375566		ENST00000439198
A_33_P3375576	MAP7	
A_33_P3375613	C8orf44-SGK3	
A_33_P3375626	DEFB122	
A_33_P3375636	FAM196B	ENST00000377365
A_33_P3375646		ENST00000485332
A_33_P3375657		
A_33_P3375665	FOXO3	ENST00000406360
A_33_P3375668		
A_33_P3375673		
A_33_P3375681	LOC100129027	ENST00000380008
A_33_P3375688	LOC100129027	ENST00000380008
A_33_P3375708		
A_33_P3375710		ENST00000427317
A_33_P3375720		
A_33_P3375736	WDR17	ENST00000296524
A_33_P3375755		
A_33_P3375762	LOC392364	
A_33_P3375766	KCNC2	ENST00000350228
A_33_P3375775		
A_33_P3375785		ENST00000423410
A_33_P3375790	RFPL4A	ENST00000341750
A_33_P3375794		
A_33_P3375809	LOC729970	ENST00000438509
A_33_P3375814		
A_33_P3375819	LOC100287225	
A_33_P3375859	CXCR2P1	ENST00000439871
A_33_P3375869	LOC100128950	
A_33_P3375889		
A_33_P3375894		
A_33_P3375899		
A_33_P3375910	GALK1	ENST00000375188
A_33_P3375934	NAMPT	ENST00000222553
A_33_P3375950		
A_33_P3376007	TXLNA	ENST00000373609
A_33_P3376017		ENST00000444348
A_33_P3376021		
A_33_P3376026		ENST00000382225
A_33_P3376031		ENST00000382225
A_33_P3376065		ENST00000456255
A_33_P3376071		
A_33_P3376075		
A_33_P3376080	OR1J1	ENST00000259357
A_33_P3376090	OR1J4	ENST00000340750
A_33_P3376095	SYPL2	ENST00000369872
A_33_P3376116	SPC24	ENST00000423327
A_33_P3376131	NT5DC4	ENST00000327581
A_33_P3376140	KCNJ15	ENST00000398932
A_33_P3376154	LOC100292905	
A_33_P3376205	LOC645262	
A_33_P3376214	FMO5	ENST00000441068
A_33_P3376234	PHTF1	ENST00000369604
A_33_P3376239	MLL5	ENST00000257745
A_33_P3376249	S100A2	ENST00000368707
A_33_P3376264	GK	ENST00000378938
A_33_P3376273	GK	ENST00000378941
A_33_P3376292	C1orf98	ENST00000367355
A_33_P3376302		
A_33_P3376321	ANK1	
A_33_P3376341	LRRC24	
A_33_P3376350	SLC38A10	
A_33_P3376365	HES2	ENST00000377836
A_33_P3376379	CNST	ENST00000366511
A_33_P3376404	WDR13	ENST00000486125
A_33_P3376419	LOC256483	ENST00000454305
A_33_P3376434	SETD5	ENST00000492939
A_33_P3376444	ZDHHC23	ENST00000488129
A_33_P3376449	ZDHHC23	ENST00000478793
A_33_P3376454	LOC100133299	
A_33_P3376463	NR2C2	ENST00000475707
A_33_P3376478	CYP17A1	ENST00000369887
A_33_P3376493	AGTR2	ENST00000371906
A_33_P3376518		ENST00000415156
A_33_P3376527	CHST10	ENST00000409046
A_33_P3376531	LOC100129413	
A_33_P3376541	LOC285033	ENST00000432267
A_33_P3376546	PTGFR	
A_33_P3376551	PTGFR	ENST00000370758
