ID	GENE_SYMBOL	ENSEMBL_ID
(+)E1A_r60_1		
(+)E1A_r60_3		
(+)E1A_r60_a104		
(+)E1A_r60_a107		
(+)E1A_r60_a135		
(+)E1A_r60_a20		
(+)E1A_r60_a22		
(+)E1A_r60_a97		
(+)E1A_r60_n11		
(+)E1A_r60_n9		
(-)3xSLv1		
A_23_P112596	ADK	
A_23_P11262	F8A1	ENST00000369445
A_23_P112634	C4orf34	ENST00000512441
A_23_P112652	CNOT10	ENST00000331889
A_23_P112666	FOXE3	ENST00000335071
A_23_P112774	PTP4A3	ENST00000520105
A_23_P11279	ALG13	
A_23_P112798	CRIP2	ENST00000548309
A_23_P112801	CHP	ENST00000334660
A_23_P112825	LCMT1	ENST00000380962
A_23_P112846	MTHFD2L	ENST00000492183
A_23_P112859	CST1	ENST00000398402
A_23_P11286	HNRNPH2	
A_23_P112874	GPC5	ENST00000377067
A_23_P11295	MTCP1NB	ENST00000369479
A_23_P112950	ATF7IP	ENST00000540793
A_23_P112982	SVOP	ENST00000299134
A_23_P113005	EFNA1	ENST00000469878
A_23_P113034	C10orf11	ENST00000354343
A_23_P113111	AR	ENST00000544984
A_23_P113161	C1orf21	ENST00000235307
A_23_P113184	FTO	ENST00000463855
A_23_P113237	CRLF2	ENST00000400841
A_23_P113283	ZMAT3	ENST00000432729
A_23_P11331	TCEAL8	ENST00000372685
A_23_P113317	P4HTM	ENST00000472301
A_23_P113351	SPARCL1	ENST00000418378
A_23_P113382	GRIP1	ENST00000359742
A_23_P113393	APLN	ENST00000307484
A_23_P113417	C17orf70	ENST00000537152
A_23_P113462	KIF21A	
A_23_P113471	FAAH2	ENST00000491179
A_23_P113523	GTPBP6	ENST00000400701
A_23_P11353	ATP6AP2	ENST00000535777
A_23_P113553	MAGEA11	ENST00000355220
A_23_P113572	CD19	ENST00000537306
A_23_P113613	CDCP1	ENST00000296129
A_23_P113623	MRPL45	ENST00000312513
A_23_P113634	CBFB	ENST00000412916
A_23_P113656	TUBB4A	ENST00000264071
A_23_P113701	PDGFA	ENST00000402802
A_23_P11372	HPRT1	ENST00000298556
A_23_P113748	ZNF385D	ENST00000494118
A_23_P113777	ITGBL1	ENST00000376162
A_23_P113789	USP19	
A_23_P113793	ZBED2	ENST00000317012
A_23_P113803	KATNA1	ENST00000367411
A_23_P113825	NACC2	ENST00000277554
A_23_P11390	VCY	ENST00000250823
A_23_P11397	TTTY13	ENST00000330337
A_23_P113972	EXOC1	ENST00000506936
A_23_P114008	TM4SF20	ENST00000304568
A_23_P114057	SEMA4C	ENST00000467747
A_23_P114061	TRPM3	
A_23_P11408	PRY2	ENST00000472391
A_23_P114084	PHEX	ENST00000537599
A_23_P114095	MBTPS2	ENST00000379484
A_23_P114134	SSX3	ENST00000376893
A_23_P114144	CCDC22	ENST00000538876
A_23_P114155	GPKOW	ENST00000156109
A_23_P114164	UBQLN2	ENST00000338222
A_23_P114185	TSPAN7	ENST00000422612
A_23_P114210	POU3F4	ENST00000373200
A_23_P114221	RBBP7	ENST00000465244
A_23_P114232	PRDX4	ENST00000379341
A_23_P114259	ASB11	ENST00000485437
A_23_P114282	MCTS1	ENST00000371315
A_23_P114299	CXCR3	ENST00000373691
A_23_P114307	P2RY4	ENST00000374519
A_23_P114314	CDX4	ENST00000373514
A_23_P114349	XAGE3	ENST00000346279
A_23_P114353	NXF5	ENST00000263032
A_23_P114405	MORF4L2	
A_23_P114414	LONRF3	ENST00000371628
A_23_P114423	RGN	ENST00000475448
A_23_P114445	MAGEE1	ENST00000361470
A_23_P114466	TBL1Y	ENST00000383032
A_23_P1145	MTPAP	ENST00000488290
A_23_P114585	PCNXL2	ENST00000324142
A_23_P11461	UBE2V1	
A_23_P114626	SERPINC1	ENST00000351522
A_23_P114656	HDAC1	ENST00000476391
A_23_P114670	ARHGEF16	ENST00000378378
A_23_P114689	ASAP3	ENST00000336689
A_23_P114713	CYP4B1	ENST00000371923
A_23_P114740	CFH	ENST00000466229
A_23_P114774	PMVK	ENST00000368467
A_23_P114808	MECR	ENST00000453185
A_23_P114826	MRPS15	ENST00000462067
A_23_P114839	FHL3	ENST00000477194
A_23_P114862	ANGPTL7	ENST00000376819
A_23_P114883	FMOD	ENST00000354955
A_23_P114903	HSPA6	ENST00000545155
A_23_P114929	BRP44	ENST00000271373
A_23_P114934	MAEL	ENST00000367870
A_23_P114947	RGS2	ENST00000235382
A_23_P114952	TMEM9	ENST00000472411
A_23_P114983	TRIM63	ENST00000374272
A_23_P115011	ADAMTSL4	ENST00000369039
A_23_P115022	TMEM125	ENST00000432792
A_23_P115036	IPO13	ENST00000372339
A_23_P115046	EIF2B3	ENST00000497010
A_23_P115064	CRABP2	ENST00000368221
A_23_P11507	ZZZ3	ENST00000476275
A_23_P115091	RAB25	ENST00000497968
A_23_P115105	C1orf144	ENST00000401088
A_23_P115124	TRIM11	ENST00000284551
A_23_P115137	HBXIP	ENST00000256644
A_23_P115149	WDR77	ENST00000235090
A_23_P115161	DARC	ENST00000435307
A_23_P115167	LRRC8B	ENST00000358200
A_23_P115190	NGF	ENST00000369512
A_23_P115200	FCRL4	ENST00000448509
A_23_P115202	CRNN	ENST00000271835
A_23_P115215	VPS72	ENST00000368892
A_23_P115223	HAX1	ENST00000457918
A_23_P115246	FCN3	ENST00000270879
A_23_P115261	AGT	ENST00000430091
A_23_P115316	TOR3A	ENST00000367627
A_23_P115331	AHDC1	ENST00000374011
A_23_P115346	EIF2D	ENST00000484492
A_23_P115356	AKR7A2	ENST00000235835
A_23_P115366	CMPK1	ENST00000371873
A_23_P115375	HIST2H3D	ENST00000331491
A_23_P115407	GSTM1	
A_23_P11543	FUCA1	ENST00000374479
A_23_P115444	TNFSF18	
A_23_P115467	S100A5	ENST00000368717
A_23_P115482	UBE2T	ENST00000367274
A_23_P115492	VASH2	ENST00000366965
A_23_P115519	LCE3D	ENST00000368787
A_23_P115573	SHISA4	ENST00000362011
A_23_P115597	ANKRD26	ENST00000436985
A_23_P115608	ARHGAP21	ENST00000486374
A_23_P115636	TRDMT1	ENST00000457442
A_23_P115645	CELF2	
A_23_P115683	HPS6	ENST00000299238
A_23_P115703	PCGF6	ENST00000490296
A_23_P115726	SLC16A9	ENST00000395348
A_23_P115743	FAM204A	
A_23_P115762	ECD	
A_23_P115780	LRIT1	ENST00000372105
A_23_P115785	FANK1	ENST00000368693
A_23_P115792	PLEKHA1	ENST00000538022
A_23_P115805	SYCE1	ENST00000460441
A_23_P115824	HNRNPH3	ENST00000265866
A_23_P115838	C10orf12	ENST00000286067
A_23_P115842	CCAR1	ENST00000540210
A_23_P115861	ZNF485	ENST00000374437
A_23_P115872	CEP55	ENST00000371485
A_23_P115885	MINPP1	ENST00000472891
A_23_P115919	PHYH	ENST00000263038
A_23_P115922	EIF4EBP2	ENST00000373218
A_23_P115932	KCNK18	ENST00000334549
A_23_P115955	MRPL21	ENST00000541279
A_23_P11598	ZNF684	ENST00000493756
A_23_P116037	TM7SF2	ENST00000527851
A_23_P116091	DPP3	ENST00000543807
A_23_P116168	KIAA1826	ENST00000301919
A_23_P116173	C11orf93	ENST00000398035
A_23_P116207	IFT46	ENST00000531201
A_23_P116235	MDK	ENST00000407067
A_23_P116249	GRIK4	
A_23_P116264	NRGN	ENST00000284292
A_23_P116280	WT1	
A_23_P11629	TMEM61	ENST00000371268
A_23_P116387	INCENP	ENST00000278849
A_23_P116414	PLA2G16	ENST00000394613
A_23_P116430	USH1C	ENST00000005226
A_23_P116435	IGF2-AS	ENST00000445504
A_23_P11644	SPRR2D	ENST00000368756
A_23_P116473	LOC100505870	ENST00000332881
A_23_P116512	PRR5L	
A_23_P11652	USP1	ENST00000371146
A_23_P116523		ENST00000330381
A_23_P116557	LGALS9	
A_23_P116587	OMP	ENST00000529803
A_23_P116602	USP35	ENST00000529308
A_23_P116614	ME3	ENST00000393324
A_23_P116624	SLC6A5	ENST00000298923
A_23_P11664	SRSF11	ENST00000489188
A_23_P116640	OR51B2	ENST00000328813
A_23_P116642	SLC26A10	ENST00000474359
A_23_P116653	BCL2L14	ENST00000396369
A_23_P116694	RPS26	ENST00000539199
A_23_P116741	PIWIL1	ENST00000541480
A_23_P116743	LOC338799	ENST00000539299
A_23_P116765	LALBA	ENST00000301046
A_23_P116797	C12orf10	ENST00000550199
A_23_P116829	UBE2N	ENST00000550657
A_23_P116840	C12orf44	ENST00000550984
A_23_P11685	PLA2G4A	ENST00000442353
A_23_P116850	KRT2	ENST00000309680
A_23_P116868	SLCO1C1	
A_23_P116890	PRB3	ENST00000538488
A_23_P116898	A2M	ENST00000540099
A_23_P116902	ART4	ENST00000430826
A_23_P116942	LAG3	ENST00000203629
A_23_P11697	HMGB4	ENST00000522796
A_23_P1170	ZFAND4	ENST00000374370
A_23_P117037	LETMD1	
A_23_P11705	BSDC1	
A_23_P117068	SNRPF	ENST00000549580
A_23_P117082	HEBP1	ENST00000014930
A_23_P117095	FGF23	ENST00000237837
A_23_P117146	PRDM4	ENST00000228437
A_23_P117157	SUCLA2	ENST00000544100
A_23_P117163	RCBTB1	ENST00000378302
A_23_P117225	ERCC5	ENST00000472247
A_23_P117261	RXFP2	ENST00000298386
A_23_P117274	MIPEP	ENST00000382172
A_23_P11729	ZBTB7B	ENST00000417934
A_23_P117298	F7	ENST00000346342
A_23_P1173	HABP2	ENST00000351270
A_23_P117363	SERPINA6	ENST00000341584
A_23_P117380	FAM181A	
A_23_P117387	MIA2	ENST00000556784
A_23_P117424	DCAF11	
A_23_P117437	IL25	ENST00000329715
A_23_P11744	WASH1	
A_23_P117464	TPPP2	ENST00000530140
A_23_P117494	MTHFD1	ENST00000556284
A_23_P117506	DHRS7	ENST00000553986
A_23_P117515	ARID4A	ENST00000395168
A_23_P117546	SOS2	ENST00000216373
A_23_P117558	FKBP3	ENST00000216330
A_23_P117580	ENTPD5	
A_23_P117582	JDP2	
A_23_P117599	AHSA1	ENST00000556866
A_23_P117602	GZMB	ENST00000554242
A_23_P117662	HDC	ENST00000267845
A_23_P117683	C15orf63	ENST00000409617
A_23_P117694	CORO2B	ENST00000543950
A_23_P117727	MTFMT	ENST00000220058
A_23_P117734	LYSMD4	ENST00000545021
A_23_P11774	UTP11L	ENST00000488453
A_23_P117778	UBL7	ENST00000395081
A_23_P117782	LARP6	ENST00000299213
A_23_P117797	CLN6	ENST00000249806
A_23_P117851	CPLX3	ENST00000488000
A_23_P117852	KIAA0101	ENST00000380258
A_23_P117873	CHRM5	ENST00000383263
A_23_P117896	TGM7	ENST00000452443
A_23_P117928	BAHD1	ENST00000416165
A_23_P117933	GCSH	ENST00000315467
A_23_P117971		
A_23_P117980	KATNB1	ENST00000379661
A_23_P117992	ATP2C2	ENST00000420010
A_23_P118	EXTL2	ENST00000370114
A_23_P11800	CAMK2N1	ENST00000375078
A_23_P118002	UQCRC2	ENST00000268379
A_23_P118025	DPEP2	ENST00000412757
A_23_P118038	NUTF2	
A_23_P118042	LRRC36	ENST00000290940
A_23_P118061	CKLF	
A_23_P118065	HSD17B2	ENST00000199936
A_23_P118095	RPL3L	ENST00000268661
A_23_P118105	NDUFB10	ENST00000268668
A_23_P118122	RGS11	ENST00000477143
A_23_P118150	ARL6IP1	ENST00000304414
A_23_P118158	HS3ST2	ENST00000473392
A_23_P118174	PLK1	ENST00000300093
A_23_P118203	ZG16B	ENST00000382280
A_23_P118234	CES5A	ENST00000290567
A_23_P118246	GINS2	
A_23_P118254	FOXF1	ENST00000262426
A_23_P118289	BCL7C	ENST00000215115
A_23_P118300	FAHD1	ENST00000427358
A_23_P118306	DNAJA3	ENST00000355296
A_23_P118353	SRP68	ENST00000411758
A_23_P118392	RASD1	ENST00000225688
A_23_P118406	C17orf62	
A_23_P11841	ATP2B4	ENST00000341360
A_23_P118427	MAP2K3	ENST00000461639
A_23_P11843	LRRN2	ENST00000367175
A_23_P118435	SUMO2	ENST00000508743
A_23_P118462	OVCA2	ENST00000263083
A_23_P118493	TOM1L1	ENST00000348161
A_23_P118516	FAM18B1	ENST00000428082
A_23_P118536	SLFN12	ENST00000479326
A_23_P118571	SOST	ENST00000301691
A_23_P11859	HSD17B7	ENST00000494450
A_23_P1186	C1QL3	ENST00000298943
A_23_P118607	AARSD1	ENST00000491665
A_23_P118615	ABCA8	ENST00000430352
A_23_P11862	C1orf112	ENST00000498289
A_23_P118633	SPATA20	ENST00000512071
A_23_P118643	EIF4E	
A_23_P118675	HOXB1	ENST00000239174
A_23_P118690	ZNF207	ENST00000394673
A_23_P118693	FOXN1	ENST00000226247
A_23_P118722	ASGR1	ENST00000269299
A_23_P118741	SLC16A13	ENST00000308027
A_23_P118749	DERL2	
A_23_P118815	BIRC5	ENST00000301633
A_23_P118834	TOP2A	ENST00000269577
A_23_P118842	KRTAP1-5	ENST00000361883
A_23_P118854	KRT37	
A_23_P118888	PAFAH1B1	ENST00000397193
A_23_P118894	PRR15L	ENST00000300557
A_23_P119040	GREB1L	ENST00000424526
A_23_P119042	NKG7	ENST00000221978
A_23_P119095	PPP1R13L	ENST00000418234
A_23_P119102	VASP	ENST00000245932
A_23_P119130	RPS19	ENST00000221975
A_23_P119141	KEAP1	ENST00000171111
A_23_P119143	ICAM5	ENST00000221980
A_23_P11915	GDAP2	ENST00000369443
A_23_P119196	KLF2	ENST00000248071
A_23_P119214	TIMM44	ENST00000270538
A_23_P119222	RETN	ENST00000221515
A_23_P119254	ASF1B	ENST00000263382
A_23_P119266	DNASE2	ENST00000538460
A_23_P119295	ECSIT	
A_23_P119337	ATF5	ENST00000423777
A_23_P119344	TEAD2	ENST00000539846
A_23_P119353	RASIP1	ENST00000222145
A_23_P119362	EMP3	ENST00000270221
A_23_P119377	CYTH2	ENST00000474049
A_23_P119418	C19orf2	ENST00000360605
A_23_P119448	PPP6R1	ENST00000412770
A_23_P119464	RHPN2	ENST00000400226
A_23_P119478	EBI3	ENST00000221847
A_23_P119535	EFNA2	ENST00000215368
A_23_P119562	CFD	ENST00000327726
A_23_P119573	KCNN1	ENST00000222249
A_23_P119593	EPHX3	ENST00000435261
A_23_P119611	FXYD7	ENST00000270310
A_23_P119617	SUGP1	ENST00000247001
A_23_P119627	NDUFA13	ENST00000502506
A_23_P119634	UPK1A	ENST00000379013
A_23_P11968	GUCA2A	ENST00000357001
A_23_P119698	CD320	ENST00000301458
A_23_P119714	BABAM1	ENST00000447614
A_23_P119763	ABCG5	ENST00000409962
A_23_P119778	SLC39A10	ENST00000409086
A_23_P119789	TMEM185B	
A_23_P11980	WDR65	ENST00000372492
A_23_P119835	NLRC4	ENST00000404025
A_23_P11984	SLC6A9	ENST00000537678
A_23_P119857	TTC32	ENST00000495698
A_23_P119886	GCKR	ENST00000264717
A_23_P1199	NUDT5	ENST00000378952
A_23_P119907	ANKZF1	ENST00000483188
A_23_P119916	WNT6	ENST00000233948
A_23_P119923	CNNM4	ENST00000377075
A_23_P119936	REG3A	ENST00000305165
A_23_P119943	IGFBP2	ENST00000490362
A_23_P11995	PRDX1	
A_23_P119964	CEBPZ	ENST00000489306
A_23_P120002	SP110	
A_23_P120048	BAZ2B	ENST00000392783
A_23_P120056	RTKN	ENST00000272430
A_23_P120062	C2orf3	ENST00000492826
A_23_P120103	KCNS3	ENST00000403915
A_23_P120125	COLEC11	ENST00000382062
A_23_P120146	TGFBRAP1	ENST00000543724
A_23_P120153	RNF149	ENST00000295317
A_23_P120170	TIGD1	ENST00000408957
A_23_P120194	ORMDL1	ENST00000392349
A_23_P120227	LBH	ENST00000395323
A_23_P120237	STARD7	ENST00000479456
A_23_P120243	HOXD1	ENST00000375170
A_23_P120254	DUSP22	ENST00000344450
A_23_P120270	MCFD2	
A_23_P120281	EDAR	ENST00000376651
A_23_P120316	MTHFD2	
A_23_P120335	MTX2	ENST00000392529
A_23_P120364	PPDPF	ENST00000370178
A_23_P120414	YWHAB	ENST00000372839
A_23_P120428	TP53TG5	ENST00000494455
A_23_P120435	WFDC3	ENST00000467679
A_23_P120442	NCOA3	
A_23_P120467	ZFP64	ENST00000361387
A_23_P120472	TFAP2C	ENST00000201031
A_23_P120504	C20orf46	ENST00000381894
A_23_P12053	SPEN	ENST00000375759
A_23_P120557	TASP1	ENST00000337743
A_23_P120566	RRBP1	ENST00000455029
A_23_P120588	CST11	ENST00000377009
A_23_P120594	ACSS1	ENST00000537502
A_23_P1206	RPS24	
A_23_P12062	TRIT1	ENST00000316891
A_23_P120629	ASIP	ENST00000374954
A_23_P120660	RPS21	ENST00000337102
A_23_P120694	KCNE2	ENST00000290310
A_23_P120710	TTC3	ENST00000355666
A_23_P120744	MCM3AP	ENST00000291688
A_23_P120776	SLC25A1	ENST00000470922
A_23_P12079	KCNC4	ENST00000489935
A_23_P120794	SLC7A4	ENST00000382932
A_23_P120812	IGLL1	ENST00000330377
A_23_P12082	CHI3L2	ENST00000369748
A_23_P120822	UPB1	ENST00000326010
A_23_P120845	XBP1	ENST00000415306
A_23_P120860	NIPSNAP1	ENST00000216121
A_23_P120863	GAL3ST1	ENST00000406361
A_23_P120883	HMOX1	ENST00000216117
A_23_P120899	CSF2RB	ENST00000536485
A_23_P120902	LGALS2	ENST00000215886
A_23_P120921	ANKRD54	ENST00000498417
A_23_P120931	APOBEC3C	ENST00000361441
A_23_P120933	ATF4	ENST00000337304
A_23_P120942	XRCC6	ENST00000428575
A_23_P120953	SERHL2	ENST00000477564
A_23_P120973	FAM118A	ENST00000487732
A_23_P120982	PKDREJ	ENST00000253255
A_23_P121011	CSRNP1	ENST00000514182
A_23_P121064	PTX3	ENST00000295927
A_23_P121082	GBE1	ENST00000264326
A_23_P121095	TOP2B	ENST00000540199
A_23_P121106	HESX1	ENST00000295934
A_23_P121120	GPR87	ENST00000260843
A_23_P12113	FLVCR1	ENST00000483790
A_23_P121141	ASTE1	ENST00000504964
A_23_P121144	LYZL4	ENST00000470991
A_23_P121182	HACL1	ENST00000383779
A_23_P121196	TMEM43	ENST00000306077
A_23_P121215	CAMK1	ENST00000397277
A_23_P121222	RAD18	ENST00000264926
A_23_P121250	EIF4A2	ENST00000496382
A_23_P121253	TNFSF10	ENST00000241261
A_23_P121265	TWF2	ENST00000305533
A_23_P121276	NEK4	ENST00000535191
A_23_P12128	TSHB	ENST00000369517
A_23_P121282	TMEM89	ENST00000330862
A_23_P121326	CYB561D2	ENST00000418577
A_23_P121345	TBCCD1	ENST00000338733
A_23_P121356	BBX	ENST00000406780
A_23_P121374	SEMA5B	ENST00000195173
A_23_P121396	DNAJC19	
A_23_P12140	RPL5	ENST00000461952
A_23_P121413	DNAJB8	ENST00000319153
A_23_P121441	NLGN4Y	ENST00000339174
A_23_P121447	ARPM1	ENST00000330368
A_23_P121459	THPO	ENST00000204615
A_23_P12147	C1orf74	ENST00000294811
A_23_P121480	CD200	ENST00000478595
A_23_P121499	WFS1	ENST00000503569
A_23_P121506	FAM193A	ENST00000513898
A_23_P121527	KLHL5	
A_23_P121533	SPON2	ENST00000431380
A_23_P121545	GPM6A	ENST00000280187
A_23_P121564	GUCY1B3	ENST00000264424
A_23_P121586	HERC3	ENST00000264345
A_23_P121596	PPBP	ENST00000296028
A_23_P121602	SAP30	ENST00000296504
A_23_P121614	MUC7	ENST00000413702
A_23_P121637	PRSS12	ENST00000296498
A_23_P121657	HS3ST1	
A_23_P121665	SORCS2	ENST00000507866
A_23_P121676	CXXC4	ENST00000426831
A_23_P121686	AIMP1	ENST00000432345
A_23_P121695	CXCL13	ENST00000286758
A_23_P121702	OCIAD2	ENST00000381464
A_23_P121716	ANXA3	ENST00000505805
A_23_P12173	CRTC2	ENST00000487235
A_23_P121795	SORBS2	
A_23_P121806	ENOPH1	ENST00000505846
A_23_P121825	C5orf44	
A_23_P121851	PCDHB15	ENST00000231173
A_23_P121875	C5orf28	ENST00000512085
A_23_P121885	ROPN1L	ENST00000503804
A_23_P12189	DFFA	
A_23_P121898	PARP8	ENST00000515166
A_23_P121926	SEPP1	ENST00000506577
A_23_P121945	SNCB	ENST00000393693
A_23_P121956	THG1L	ENST00000521655
A_23_P121976	POU4F3	ENST00000230732
A_23_P12199	FAM46B	ENST00000289166
A_23_P122001	MSH3	ENST00000265081
A_23_P122007	C5orf30	ENST00000510890
A_23_P122041	PPP2CA	
A_23_P122052	GPX8	ENST00000503787
A_23_P122068	C1QTNF3	ENST00000513471
A_23_P122077	GCNT4	ENST00000322348
A_23_P122116	DDX41	ENST00000507900
A_23_P122134	NMUR2	ENST00000255262
A_23_P122144	UGT3A1	ENST00000515801
A_23_P122174	XRCC4	ENST00000514538
A_23_P122197	CCNB1	ENST00000256442
A_23_P122216	LOX	ENST00000543620
A_23_P122228	NDUFS6	ENST00000274137
A_23_P122233	MRPL22	ENST00000519059
A_23_P122304	HDAC2	ENST00000523334
A_23_P122375	ZFAND3	ENST00000287218
A_23_P122387	MRPS18A	ENST00000372116
A_23_P12241	MCOLN3	ENST00000341115
A_23_P122414	GUCA1A	ENST00000541991
A_23_P122439	BTN2A2	
A_23_P122443	HIST1H1C	ENST00000343677
A_23_P122464	ZNF193	ENST00000252207
A_23_P122508	DPCR1	ENST00000414703
A_23_P122531	C6orf48	ENST00000534920
A_23_P122532	C6orf47	ENST00000366432
A_23_P122545	RDBP	ENST00000548056
A_23_P122563	PFDN6	ENST00000374610
A_23_P122579	DAXX	
A_23_P122615	PNISR	ENST00000438806
A_23_P122624	LTV1	ENST00000367576
A_23_P122662	GFOD1	
A_23_P122674	PAK1IP1	ENST00000379568
A_23_P12272	PPP1R8	ENST00000236412
A_23_P122724	VNN2	
A_23_P122775	RTN4IP1	ENST00000498091
A_23_P122796	HDDC2	ENST00000398153
A_23_P122805	TMEM209	ENST00000397622
A_23_P122815	CALU	
A_23_P122852	SMARCD3	ENST00000347683
A_23_P122863	GRB10	
A_23_P122876	TAF6	
A_23_P122896	TFR2	ENST00000473374
A_23_P122906	AUTS2	ENST00000406775
A_23_P122915	BRI3	ENST00000297290
A_23_P122924	INHBA	ENST00000442711
A_23_P122937	ELMO1	
A_23_P122947	AVL9	ENST00000470500
A_23_P122976	GNAI1	ENST00000351004
A_23_P123071	CAV2	ENST00000498493
A_23_P123086	KIAA1908	
A_23_P123096	GNGT1	ENST00000429473
A_23_P123108	AKAP9	ENST00000493453
A_23_P123164	OR6W1P	ENST00000496192
A_23_P123172	OR2A9P	ENST00000461471
A_23_P123193	ACTR3B	ENST00000479402
A_23_P123228	SLC26A3	ENST00000340010
A_23_P123256	PDAP1	ENST00000426447
A_23_P123265	SUMF2	
A_23_P12329	APH1A	
A_23_P123308	TEX15	ENST00000256246
A_23_P123330	RPL30	ENST00000517489
A_23_P12336	PRMT6	ENST00000361318
A_23_P123393	KCNQ3	ENST00000519589
A_23_P123402	TRIM55	ENST00000276573
A_23_P123424	CHRNB3	ENST00000289957
A_23_P12343	GSTM3	ENST00000488824
A_23_P123454	NUDT18	ENST00000521807
A_23_P123488	PRDM14	ENST00000276594
A_23_P123539	PPP2R2A	ENST00000517754
A_23_P123563	RPS6	ENST00000315377
A_23_P12357	CRB1	ENST00000538660
A_23_P123596	GLDC	ENST00000321612
A_23_P123622	NPR2	ENST00000469249
A_23_P12363	ROR1	ENST00000545203
A_23_P123672	TDRD7	ENST00000422139
A_23_P123704	LINC00474	ENST00000374014
A_23_P123727	ZCCHC6	ENST00000427388
A_23_P123732	C9orf103	ENST00000277124
A_23_P123848	DAB2IP	ENST00000259371
A_23_P123853	CCL19	ENST00000485502
A_23_P123866	UBAP1	
A_23_P123905	EXOSC3	ENST00000396521
A_23_P123916	LRSAM1	
A_23_P12392	PTPRC	ENST00000367364
A_23_P123974	DTYMK	ENST00000400770
A_23_P124003	P2RX2	
A_23_P124024	MED10	ENST00000503112
A_23_P124044	DEAF1	ENST00000527658
A_23_P12405	ESPN	ENST00000461727
A_23_P124108	ITGAM	ENST00000544665
A_23_P124122	PXMP2	ENST00000317479
A_23_P124164	ISY1	ENST00000485703
A_23_P124190	TRIM34	ENST00000491385
A_23_P124224	DHX8	ENST00000262415
A_23_P124252	CAMK1D	ENST00000378845
A_23_P124300	BCMO1	ENST00000425577
A_23_P124327	NSD1	ENST00000347982
A_23_P124402	HTR3C	ENST00000318351
A_23_P124417	BUB1	ENST00000302759
A_23_P124427	NEK1	
A_23_P124438	ZNF718	
A_23_P124476	CLCN3	
A_23_P124486	PTPN9	ENST00000544966
A_23_P124514	DLG2	
A_23_P124570	FER	ENST00000438717
A_23_P124619	S100A14	ENST00000344616
A_23_P12463	QSOX1	
A_23_P124642	RASGRP1	ENST00000310803
A_23_P124733	COQ2	ENST00000311461
A_23_P124742	CHKA	ENST00000265689
A_23_P124760	MED24	ENST00000422942
A_23_P12477	SCMH1	
A_23_P124837	LRP1	ENST00000556356
A_23_P124855	ZCCHC7	ENST00000461038
A_23_P124892	KISS1	ENST00000367194
A_23_P124905	NPTX1	ENST00000535681
A_23_P124927	RGS14	ENST00000503044
A_23_P124946	CMYA5	ENST00000446378
A_23_P124988	KCNH4	ENST00000264661
A_23_P12503	NUP133	ENST00000261396
A_23_P125042	ZNF222	ENST00000251272
A_23_P125078	SLC26A11	
A_23_P125082	IRF2	ENST00000393593
A_23_P125204	OR10G8	ENST00000431524
A_23_P125233	CNN1	ENST00000252456
A_23_P125253	LDB2	ENST00000509803
A_23_P12526	TP53BP2	ENST00000391878
A_23_P125265	KPNA2	ENST00000537025
A_23_P125278	CXCL11	ENST00000306621
A_23_P125286	OR52A1	ENST00000328942
A_23_P125303	IGSF1	ENST00000370904
A_23_P12533	ANKRD30A	ENST00000361713
A_23_P125348	TRAPPC1	ENST00000303731
A_23_P125383	TMEFF2	ENST00000272771
A_23_P125408	DOHH	ENST00000427575
A_23_P125423	C1R	ENST00000540394
A_23_P125435	GABRB1	ENST00000538619
A_23_P125475	GABRQ	
A_23_P125495	CDR1	ENST00000370532
A_23_P125505	PPEF1	ENST00000361511
A_23_P125519	RPS4X	ENST00000486733
A_23_P12554	PKD2L1	ENST00000318222
A_23_P125588	TNMD	ENST00000373031
A_23_P125596	RPS6KA6	ENST00000543399
A_23_P125618	GABRA3	ENST00000535043
A_23_P125624	ACOT9	ENST00000494361
A_23_P125639	ZFX	
A_23_P125643	ASB9	
A_23_P125668	SLC25A43	ENST00000326714
A_23_P125680	FAM70A	ENST00000440464
A_23_P125686	INGX	ENST00000489074
A_23_P125705	NAP1L2	ENST00000536638
A_23_P125717	NAP1L3	ENST00000475430
A_23_P12572	CASP7	
A_23_P125748	ZMAT1	ENST00000488347
A_23_P125771	HCFC1	ENST00000354233
A_23_P125772	SRPK3	ENST00000370101
A_23_P125809	ZCCHC12	ENST00000310164
A_23_P125815	RBM10	
A_23_P125829	PGK1	ENST00000537456
A_23_P125837	CXorf26	ENST00000373357
A_23_P125977	C1QC	ENST00000374637
A_23_P126008	MAST2	ENST00000372009
A_23_P126031	OR10J5	ENST00000334857
A_23_P126037	RLF	ENST00000535839
A_23_P126057	SCP2	
A_23_P126075	KCNK1	ENST00000366620
A_23_P126089	SPRR2C	
A_23_P126103	CTH	ENST00000370938
A_23_P126120	CENPL	ENST00000484920
A_23_P126135	MFN2	ENST00000235329
A_23_P126167	KCNN3	ENST00000358505
A_23_P126197	SRSF4	ENST00000434636
A_23_P12620	TNKS2	ENST00000371627
A_23_P126212	CLSPN	ENST00000318121
A_23_P126241	EIF4G3	ENST00000536266
A_23_P126248	RNF186	ENST00000375121
A_23_P126266	HLX	
A_23_P126278	CHIT1	ENST00000484834
A_23_P126291	SNRPE	ENST00000469451
A_23_P126313	ADCY10	ENST00000367848
A_23_P126349	BARHL2	
A_23_P12635	FBXL15	ENST00000224862
A_23_P126363	ADAM30	ENST00000369400
A_23_P126388	SH3BGRL3	ENST00000319041
A_23_P126393	SETDB1	ENST00000271640
